S.No,File,Requirement,Type,fine_grained_class
339,6,Aside from server failure  the software product shall achieve 99.99% up time.,A,NFR-A
340,6,The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.,FT,NFR-FT
341,6,The product shall be capable of handling up to 1 000 concurrent requests.  This number will increase to 2 000 by Release 2.  The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.,SC,NFR-SC
342,6,The product shall be able to process 10 000 transactions per hour within two years of its launch.  This number will increase to 20 000 by Release 2.,SC,NFR-SC
343,6,The product shall be expected to operate for at least 5 years for each customer installation.,SC,NFR-SC
344,6,The product shall be used in office environments.,O,NFR-O
345,6,The product must be able to interface with any HTML browser.  The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers).,O,NFR-O
346,6,The product must be able to interface with various database management systems. The product shall communicate successfully with the database management system on 100% of all transactions.,O,NFR-O
347,6,The product must be able to interface with various email servers. The product shall be able to send email.,O,NFR-O
348,6,The product shall be available for distribution via the Internet as a binary or ZIP file.,O,NFR-O
349,6,The product shall be available for distribution as a packaged CD.,O,NFR-O
350,6,The product will be available for licensing as a one-server  two-five servers  or five-or-more servers license.,O,NFR-O
351,6,A new user must be able to be added to the system within 10 minutes. 90% of new users are able to log into the system within 10 minutes.,US,NFR-US
352,6,The product must be designed using Design Patterns and coding best practices.  90% of maintenance software developers are able to integrate new functionality into the product with 2 working days.,MN,NFR-MN
353,6,The product must be highly configurable for use with various database management systems for the end users.  80% of end users are able to integrate new database management systems with the product without changing the product\92s software code.,MN,NFR-MN
354,6,Maintenance releases will be offered to customers once a year.  The releases shall take no longer than 5 minutes for 80% of the customer base to install.,MN,NFR-MN
355,6,Every registered user will have access to the product\92s support site via the Internet.  70% of registered users shall find a solution to their problem within 5 minutes of using the support site.,US,NFR-US
356,6,The customer shall be able to easily integrate new building maps with the product throughout the product\92s lifecycle.  Integration of new maps with the product shall be possible with little to no support from product support staff.,MN,NFR-MN
357,6,The product shall be translated into foreign languages other than the target market countries\92 languages in future releases.  For each emerging target market  it shall take no more than 5 days to configure the product for that market\92s language.,US,NFR-US
358,6,The product is expected to integrate with multiple database management systems. The product will operate with Oracle  SQL Server  DB2  MySQL  HSQL  and MS Access.,O,NFR-O
359,6,The product shall be able to be installed in any operating environment within 2 days.,O,NFR-O
360,6,The product shall ensure that only company employees or external users with company-approved user IDs may have product access.  100% of all logons shall be by either company employees or external users with company-approved user IDs.,SE,NFR-SE
361,6,Only managers are able to perform search queries for reservations by user.  100% of all search queries for reservations by user shall be from logons of only management logons.,SE,NFR-SE
362,6,The product shall ensure that the database\92s data corresponds to the data entered by the user.  Each conference room reservation in the system will contain the same information as was entered by the user.,SE,NFR-SE
363,6,The product shall prevent the input of malicious data.  The product and/or adjacent hardware/software systems\92 data shall remain 100% uncorrupted each time malicious data is input into the product.,SE,NFR-SE
364,6,The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data.  The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.,FT,NFR-FT
365,6,The product shall have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product.,SE,NFR-SE
366,6,The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable.,SC,NFR-SC
367,6,The product shall be able to display calendar dates and times according to the user\92s locale.  90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.,US,NFR-US
368,6,The product must be developed with the J2SE/J2EE programming language libraries,O,NFR-O
369,6,The product shall record meeting entries.,F,FR-Data
370,6,The product will notify employees of meeting invitations.,F,FR-Notification
371,6,The product shall have the ability to send meeting reminders to employees.,F,FR-Notification
372,6,The product shall assign the organizers contact information to each meeting they create.,F,FR-UI
373,6,The product will record meeting acknowledgements.,F,FR-Data
374,6,The product shall store new conference rooms.,F,FR-Data
375,6,The product shall update existing conference rooms.,F,FR-Data
376,6,The product will be able to delete conference rooms.,F,FR-Data
377,6,The product shall be able to store new room equipment.,F,FR-Data
378,6,The product will update existing room equipment.,F,FR-Data
379,6,The product shall be able to delete room equipment.,F,FR-Data
380,6,The product shall allow an organizer to invite other employees to meetings.,F,FR-UI
381,6, Each time a conference room is reserved  the conference room schedule shall be updated to reflect the time and date of the reservation.,F,FR-UI
382,6,The product shall record the transportation status of equipment reserved.,F,FR-Data
383,6,The product shall display a map of the company building showing conference room locations.,F,FR-UI
384,6,The product shall record updated meeting agendas.,F,FR-Data
385,6,The product shall send a meeting confirmation to the meeting organizer.,F,FR-Notification
386,6,The product shall display room equipment according to search parameters.,F,FR-UI
387,6,The product shall display conference rooms according to search parameters.,F,FR-UI
388,6,The product shall record different meeting types.,F,FR-Data
389,6,The product shall record all the equipment that has been reserved.,F,FR-Data
390,6,The product shall notify building personnel of equipment transport requests.,F,FR-Notification
391,6,The product will allow priviledged users to view meeting schedules in multiple reporting views.,F,FR-UI
392,6,The product shall be able to send meeting notifications via different kinds of end-user specified methods.,F,FR-Notification
393,6,The product shall have a customizable Look and Feel.,F,FR-UI
394,6,The product shall have an intuitive user interface.,F,FR-UI
395,6,The product will display an available status for unreserved conference rooms.,F,FR-UI
396,7,Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.,PE,NFR-PE
397,7,The System shall allow for a minimum of  6 users to work at the same time.,PE,NFR-PE
398,7,The System shall utilize currently owned computer equipment.,O,NFR-O
399,7,The System shall be able to automatically backup business data and restore them on demand.,O,NFR-O
400,7,The System shall maintain consistent security.  Any changes in user passwords and/or permissions should take affect in all parts of the System.,SE,NFR-SE
401,7,The System shall granularly control access rights to all major subsystems.  It should be possible to assign access rights to all subsystems independently.,SE,NFR-SE
402,7,The System shall meet all applicable accounting standards.  The final version of the System must successfully pass independent audit performed by a certified auditor.,L,NFR-L
403,7,The System shall not require additional third party licenses resulting in royalty fees.,O,NFR-O
404,7,The System shall allow generation of Inventory Quantity Adjustment documents on demand.,F,FR-Integration
405,7,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,F,FR-Integration
406,7,The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.,F,FR-UI
407,7,The System shall allow entering  storing and modifying product formulas.,F,FR-Integration
408,7,Product formulas shall allow use of semi-products  which have own formulas.,F,FR-Logic
409,7,Product formula ingredients shall allow defining substitutionary ingredients.,F,FR-Logic
410,7,Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.,F,FR-Logic
411,7,Formula substitutionary ingredients shall be kept in persisted order,F,FR-Logic
412,7,Product shall allow entering  storing and modifying product menus used by POS terminals.,F,FR-UI
413,7,PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.,F,FR-Integration
414,7,PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,F,FR-UI
415,7,PME Subsystem shall allow for a product to exist in more than one submenu,F,FR-UI
416,7,The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.,F,FR-UI
417,7,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,F,FR-Logic
418,7,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,F,FR-Integration
419,8,Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.,PE,NFR-PE
420,8, Customer shall be able to check the status of their prepaid card  by entering in the PIN number  in under 5 seconds.,PE,NFR-PE
421,8,System shall let customers register on the website as a \93pay as you go\94 user in under 5 minutes.,PE,NFR-PE
422,8,System shall let customers register on the website as a \93unlimited movie subscriber\94 user in under 10 minutes.,PE,NFR-PE
423,8,System shall let existing customers log into the website with their email address and password in under 5 seconds.,PE,NFR-PE
424,8,System shall let customers cancel their account  process shall take no longer than 2 minutes.  Database will mark the account as inactive  and user will not be able to log into the website.,PE,NFR-PE
425,8,System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.,PE,NFR-PE
426,8,System shall let administrator add/remove movies on the website in under 5 minutes.  Entered movie information will be stored in the database and will now be available on the website.,PE,NFR-PE
427,8,System shall let the administrator add/remove categories on the website in under 5 minutes.,PE,NFR-PE
428,8,System shall let Izogn Manager access sales and usage statistics in under 2 minutes.,PE,NFR-PE
429,8,System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.,PE,NFR-PE
430,8,The website shall be attractive to all audiences.  The website shall appear to be fun and the colors should be bright and vibrant.,LF,NFR-LF
431,8,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,LF,NFR-LF
432,8,The website design should be modern  clean  and concise.,LF,NFR-LF
433,8,The product should be able to be used by 90% of novice users on the Internet.,US,NFR-US
434,8,Users should only have to navigate through a maximum of 4 pages  to create an account with the website.,US,NFR-US
435,8,Users should be able to access their streaming movies in under 2 clicks after logging into the website.,US,NFR-US
436,8,An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.,US,NFR-US
437,8,An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.,US,NFR-US
438,8,The product shall retain the customer\92s buying preferences and information.,US,NFR-US
439,8,The product shall be easy for customers with novice skills on the  Internet to purchase and watch streaming movies.  Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.,US,NFR-US
440,8,The product shall use symbols and words that are naturally understandable by users familiar with websites,US,NFR-US
441,8,The website will use standard Internet conventions when interacting with the user.,US,NFR-US
442,8,Any interface between a user and the automated system shall have a maximum response time of 5 seconds  unless noted by an exception below.,PE,NFR-PE
443,8,When purchasing a streaming movie or pre-paid card via credit card  the processing time should have a maximum response time of 15 seconds.,PE,NFR-PE
444,8,When streaming a movie  the buffering time should take no longer than 10 seconds (plus any latency on the user\92s connection.),PE,NFR-PE
445,8,While streaming a movie  buffering should only occur if there is latency in the user\92s connection.,PE,NFR-PE
446,8,All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.  Information will be encrypted in the database.,SE,NFR-SE
447,8,The website shall be available for use 24 hours per day  365 days per year.,A,NFR-A
448,8,The website shall achieve 99.5% up time.,A,NFR-A
449,8,All movies shall be streamed on demand  at any time of the day.,A,NFR-A
450,8,The website shall continue to operate if the streaming server goes down.,FT,NFR-FT
451,8,The website shall continue to operate if the payment gateway goes down.,FT,NFR-FT
452,8,The streaming server will support 50 simultaneous streaming connections.,SC,NFR-SC
453,8,The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.,SC,NFR-SC
454,8,The server will support a maximum of 1 000 simultaneous users.,SC,NFR-SC
455,8,The website shall be capable of supporting 100 000 customers.,SC,NFR-SC
456,8,The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.,MN,NFR-MN
457,8,All aspects of the website shall be accessed by a web browser over the Internet.,O,NFR-O
458,8,The same hardware supporting the current website will be used to support the new system.,O,NFR-O
459,8,We must be able to interface with the following browsers: IE 5.X  6.0  Netscape 6.x  7.x  8.x and Firefox 1.0.,O,NFR-O
460,8,Website must interface with the CyberSource API to process credit card transactions.,O,NFR-O
461,8,Website must be fully operational with MSN TV2.,O,NFR-O
462,8,Movies shall be encoded and streamed via Windows Media Player 9.0.,O,NFR-O
463,8,Movies shall be encoded for 56k and 256k streams.,O,NFR-O
464,8,Promotional updates to the website should take a day to update.,MN,NFR-MN
465,8,Izogn Administrator must be able to update the category listings on the website within 2 minutes.,PE,NFR-PE
466,8,Izogn Administrator must be able to add new products to the website within 2 minutes.,PE,NFR-PE
467,8,The system will provide a 24 hour 800 toll free number for support to its customers.,A,NFR-A
468,8,The website will provide a help section with answers and solutions to common problems.,US,NFR-US
469,8,Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.,A,NFR-A
470,8,The product shall be able to be installed in the specified environment within 1 working day.,O,NFR-O
471,8,Only registered customers can purchase streaming movies.,SE,NFR-SE
472,8,A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.,SE,NFR-SE
473,8,Only authorized personnel can access customer records in the database.,SE,NFR-SE
474,8,Only administrators can activate a pre-paid card.,SE,NFR-SE
475,8,Only authorized personnel can access sales information.,SE,NFR-SE
476,8,The website shall prevent its data from being corrupted when incorrect data is entered in.,SE,NFR-SE
477,8,The website shall protect itself from intentional abuse  and notify the administrator at all occurrences.,SE,NFR-SE
478,8,Data integrity scripts will be run on a weekly basis to verify the integrity of the database.,SE,NFR-SE
479,8,The website shall make its user aware of its information practices before collection data from them via a Privacy Policy  accessible on all pages of the website.,SE,NFR-SE
480,8,The system shall notify customers of changes to its information policy.,SE,NFR-SE
481,8,The system shall reveal private information only in compliance with the organization\92s information policy.,SE,NFR-SE
482,8,All customer information will be stored on a secure database  accessible only to authorized personnel.,SE,NFR-SE
483,8,All credit card information will be encrypted in the database.,SE,NFR-SE
484,8,The streaming server will have anti-virus software to prevent infection of malicious viruses.,SE,NFR-SE
485,8,The website should cater to all tribes in Nigeria.,LF,NFR-LF
486,8,The website shall not be offensive to religious or ethnic groups.,LF,NFR-LF
487,8,The website should appeal to all Africans  not only Nigerians.,LF,NFR-LF
488,8,The website should use Flash to provide animation on the home page.,O,NFR-O
489,8,IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.,L,NFR-L
490,8,The website will comply with W3C standards.,L,NFR-L
491,8,The PHP code will comply with PEAR standards.,L,NFR-L
492,8,The website will allow customers to search for movies by title  actor  or director.,F,FR-UI
493,8,viewing a movie details the website will display the movies description actor and director entered in by the administrator.,F,FR-UI
494,8,Website shall request  and authorize credit card payment before allowing a user to stream a movie.,F,FR-UI
495,8,shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.,F,FR-UI
496,8,Website shall allow customers to browse movies by categories entered in by izogn administrator.,F,FR-UI
497,8,Website shall allow customers to view reviews of selected movies by other customers.,F,FR-UI
498,8,Website shall allow customers to add their own movie review for a selected movie.,F,FR-UI
499,8,Website shall allow the Izogn administrator to approve a review posted by a customer.,F,FR-UI
500,8,System will allow customers to pay for a streaming movie with a pre-paid card.,F,FR-Integration
501,8,Website shall allow customers to purchase pre-paid cards of $5  $10  or $20 value either by credit card or mail-in payment option.,F,FR-Notification
502,8,System shall automatically update the main page of the website every Friday  and show the 4 latest movies that have been added to the website.,F,FR-UI
503,8,System shall allow users to update their billing and contact information via the \93My Account\94 section of the website.,F,FR-Integration
504,8,Pre-paid cards shall be distributed via email or via a printed paper card.,F,FR-Notification
505,8,Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.,F,FR-UI
506,8,Website must be able to support free trial periods with various parameters set by the Izogn Manager.,F,FR-UI
507,8,All streaming movie sales will be logged in the database  and accessible by the administrator.,F,FR-Data
508,8,All registered customer information shall be stored and maintained in the database  even after the customer cancels their account.,F,FR-Data
509,8,Daily usage statistics should be logged  and accessible by the administrator.,F,FR-UI
510,8,The owner shall have free access to all of the streaming movies.,F,FR-UI
511,9,Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours.,PE,NFR-PE
512,9,No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.,PE,NFR-PE
513,9,For leads that process longer than 25 seconds the system will record the event and duration,PE,NFR-PE
514,9,The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.,PE,NFR-PE
515,9,The lead washing process will operate within the established physical web service structure.,O,NFR-O
516,9,The washing process must use a non binding  neutral data format  such as xml  when receiving and processing lead data.,O,NFR-O
517,9,Defect reports will be available to technical units on a 24x7 basis.,A,NFR-A
518,9,Washing parameters will be updated during scheduled maintenance hours.,MN,NFR-MN
519,9,The vendor will verify the invalid lead.,F,FR-Logic
520,9,Vendor will submit a credit validation record to be applied to the enterprise billing system.,F,FR-Integration
521,9,If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.,F,FR-Integration
522,9,The leads washing functionality will validate all leads received by the web service for valid data,F,FR-Integration
523,9,The leads washing functionality will insert all leads captured by the web service.,F,FR-Integration
524,9,If the leads score falls within the high average score then it will be process by the ARA functionality.,F,FR-Logic
525,9,If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.,F,FR-Integration
526,9,If the leads score falls within the low average then it will be returned to the supplying vendor,F,FR-Logic
527,9,The leads washing functionality will compile both contact and academic scoring information for a total score.,F,FR-Logic
528,9,The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,F,FR-Logic
529,9,The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.,F,FR-Data
530,9,The leads washing functionality will have an interface in which lead data parameters can be maintained.,F,FR-UI
531,9,The leads washing functionality will verify the users authentication and rights to make parameter updates.,F,FR-Logic
532,9,The leads washing functionality will store any potential lead duplicates returned by the enterprise system.,F,FR-Integration
533,9,Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.,F,FR-Integration
534,9,The leads washing functionality shall receive a period list of available reps from the enterprise system.,F,FR-Integration
535,10,The product shall simulate the look of ships at sea.,LF,NFR-LF
536,10,The product shall display the grids within a circle as a view from a periscope.,LF,NFR-LF
537,10,The product shall display each type of ship in a grid using an image of the specific type of ship.,LF,NFR-LF
538,10,When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.,LF,NFR-LF
539,10,When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.,LF,NFR-LF
540,10,When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.,LF,NFR-LF
541,10,When a ship is sunk  the product shall simulate the sound of a sinking ship.,LF,NFR-LF
542,10,The product shall be available 24 hours per day  seven days per week.,A,NFR-A
543,10,The product shall able to handle a large number of games simultaneously.,PE,NFR-PE
544,10,The response time shall be fast enough to maintain the flow of the game.  The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,PE,NFR-PE
545,10,The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.,PE,NFR-PE
546,10,The product shall be intuitive and self-explanatory.  Nine out ten users shall be able to successfully complete a game with no training.,US,NFR-US
547,10,The product shall be available to players who understand English  Spanish and French.  The product shall allow the user to select the language upon accessing the product.,US,NFR-US
548,10,The product shall provide players no access to information that might reveal the identity of another player,SE,NFR-SE
549,10,The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,PE,NFR-PE
550,10,The product shall maintain a list of players.,F,FR-UI
551,10,The product shall allow a user to identify himself or herself as a player.,F,FR-UI
552,10,Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.,F,FR-UI
553,10,The product shall allow a user to remove himself or herself from the list of players at any time.,F,FR-UI
554,10,The product shall make inactive players unavailable for selection from the list of players.,F,FR-UI
555,10,The product shall remove players who have been inactive for 24 hours from the list of players.,F,FR-UI
556,10,The product shall allow a player to initiate a game by selecting another available player from the list of players.,F,FR-UI
557,10,Once a game is initiated  the product shall display a defensive grid to each player,F,FR-UI
558,10,Once a game is initiated  the product shall display an offensive grid to each player.,F,FR-UI
559,10,The product shall prevent a player from viewing the offensive or defensive grids of the other player.,F,FR-UI
560,10,Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.,F,FR-UI
561,10,The product shall allow a player to position ships horizontally on their grid.,F,FR-UI
562,10,The product shall allow the player to position ships vertically on their grid.,F,FR-UI
563,10,The product shall allow the player to position ships diagonally on their grid,F,FR-UI
564,10,The product shall prevent the player from overlapping ships on their grid.,F,FR-UI
565,10,When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.,F,FR-UI
566,10,For each turn  the product shall identify one player as offensive status and one player as defensive status.,F,FR-UI
567,10,The product shall maintain the status of each player for a turn  either offensive or defensive.,F,FR-UI
568,10,At the start of each turn  the product shall notify each player of his or her status.,F,FR-Notification
569,10,For each turn  the product shall allow the offensive player to define a shot.,F,FR-UI
570,10,For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,F,FR-Logic
571,10,For each shot  the product shall notify the players whether the shot was a hit or miss.,F,FR-Notification
572,10,For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,F,FR-UI
573,10,For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,F,FR-UI
574,10,When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,F,FR-Notification
575,10,When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.,F,FR-UI
576,10,When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,F,FR-UI
577,10,When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.,F,FR-UI
578,10,If the shot was marked as a hit  the product shall allow the offensive player to define a shot.,F,FR-UI
579,10,If the shot was marked as a miss  the product shall change the status of the offensive player to defensive,F,FR-UI
580,10,If the shot was marked as a miss  the product shall change the status of the defensive player to offensive,F,FR-UI
581,10,The product shall continue to assign turns until the game is ended.,F,FR-UI
582,10,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player\92s ships  which had not been previously marked as sunk.,F,FR-UI
583,10,The product shall allow a player to end a game at any time during the game.,F,FR-UI
584,10,When a game is ended  the product shall notify the players that the game is ended.,F,FR-Notification
585,10,The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).,F,FR-Notification
586,10,When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.,F,FR-UI
587,10,When a game is ended  the product shall allow each player to remove himself or herself from the list of players.,F,FR-UI
588,11,The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.,US,NFR-US
589,11,The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.,US,NFR-US
590,11,The system shall be responsive. At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.,PE,NFR-PE
591,11,On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.,PE,NFR-PE
592,11,On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.,PE,NFR-PE
593,11,The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,A,NFR-A
594,11,The system must be available for use between 7:00AM and 11:59PM all days of the year.,A,NFR-A
595,11,The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.,MN,NFR-MN
596,11,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE,NFR-SE
597,11,The product shall ensure that only supervisors can enter a caller\92s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE,NFR-SE
598,11,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE,NFR-SE
599,11,The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.,LF,NFR-LF
600,11,The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.,LF,NFR-LF
601,12,The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,LF,NFR-LF
602,12,The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,LF,NFR-LF
603,12,The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.,US,NFR-US
604,12,The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,US,NFR-US
605,12,The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),US,NFR-US
606,12,The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,PE,NFR-PE
607,12,The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.,PE,NFR-PE
608,12,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,PE,NFR-PE
609,12,The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.,PE,NFR-PE
610,12,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,PE,NFR-PE
611,12,The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,A,NFR-A
612,12,The product shall be robust.The product shall have fault avoidance based on standards adoption.,FT,NFR-FT
613,12,The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,FT,NFR-FT
614,12,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.,SC,NFR-SC
615,12,The product shall be platform independent.The product shall enable access to any type of development environment and platform.,O,NFR-O
616,12,The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.,O,NFR-O
617,12,The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.,MN,NFR-MN
618,12,The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.,MN,NFR-MN
619,12,The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.,MN,NFR-MN
620,12,The product shall have security.The product shall provide authentication  and authorization.,SE,NFR-SE
621,12,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,SE,NFR-SE
622,12,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,SE,NFR-SE
623,13,The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.,LF,NFR-LF
624,13,The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.,LF,NFR-LF
625,13,The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports,LF,NFR-LF
626,13,The interface must summarize the data in a fashion that\92s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,LF,NFR-LF
627,13,The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,US,NFR-US
628,13,The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.,US,NFR-US
629,13,Reports must be easy to generate. Reports must be generated within one button click and exported within one button click (after selecting the report),US,NFR-US
630,13,A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.,US,NFR-US
631,13,All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available),US,NFR-US
632,13,The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.,US,NFR-US
633,13,The WCS system shall be available at all times as long as IBM\92s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM\92s internal intranet W3 is available.,A,NFR-A
634,13,The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.,SC,NFR-SC
635,13,The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.,SC,NFR-SC
636,13,The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.,O,NFR-O
637,13,The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.,O,NFR-O
638,13,The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.,MN,NFR-MN
639,13,All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation,MN,NFR-MN
